Order Date,Sales
2014-12-14,7298.936
2014-12-15,40.68
2014-12-16,1442.1160000000002
2014-12-19,1366.744
2014-12-20,585.3599999999999
2014-12-24,1054.882
2014-12-27,498.0
2014-12-29,1423.672
2014-12-30,874.2760000000001
2014-12-31,2360.014
2015-01-02,1340.5660000000003
2015-01-03,398.40000000000003
2015-01-12,379.066
2015-01-27,587.346
2015-01-30,1919.976
2015-02-03,149.97
2015-02-06,18.528000000000002
2015-02-08,107.982
2015-02-09,500.752
2015-02-14,1021.948
2015-02-15,974.9
2015-02-20,29.99
2015-02-27,644.9000000000001
2015-03-01,111.82400000000001
2015-03-05,532.31
2015-03-06,1119.9840000000002
2015-03-07,707.82
2015-03-08,769.95
2015-03-09,473.4
2015-03-15,16.776000000000003
2015-03-16,85.9
2015-03-17,15.02
2015-03-19,3603.5060000000003
2015-03-20,199.98
2015-03-22,1970.296
2015-03-23,239.96999999999997
2015-03-26,16.776000000000003
2015-03-28,166.24
2015-03-29,53.25
2015-03-30,180.96
2015-03-31,79.96
2015-04-02,257.872
2015-04-04,610.9300000000001
2015-04-05,296.778
2015-04-06,25.488
2015-04-07,383.952
2015-04-11,747.0980000000001
2015-04-13,1178.432
2015-04-16,2171.95
2015-04-17,1206.93
2015-04-18,490.66
2015-04-20,287.96999999999997
2015-04-21,469.95
2015-04-22,88.77600000000001
2015-04-26,311.97600000000006
2015-04-27,1379.92
2015-04-30,1252.27
2015-05-01,88.752
2015-05-02,158.376
2015-05-03,367.512
2015-05-04,946.344
2015-05-08,3177.9139999999998
2015-05-10,46.688
2015-05-12,820.7360000000001
2015-05-13,222.38400000000001
2015-05-16,255.968
2015-05-22,3749.0480000000002
2015-05-25,675.024
2015-05-26,567.4839999999999
2015-05-28,45.99
2015-05-30,520.78
2015-06-01,341.88
2015-06-04,1109.95
2015-06-08,2.3760000000000003
2015-06-09,212.976
2015-06-11,303.28400000000005
2015-06-12,55.98400000000001
2015-06-13,967.95
2015-06-15,237.24799999999996
2015-06-16,133.98
2015-06-18,467.97
2015-06-20,571.904
2015-06-21,107.97600000000001
2015-06-23,638.128
2015-06-26,1013.7800000000001
2015-06-29,269.98
2015-07-02,74.24
2015-07-04,1099.96
2015-07-05,34.800000000000004
2015-07-06,124.94999999999999
2015-07-09,734.952
2015-07-11,716.0
2015-07-12,1652.3600000000001
2015-07-16,599.9
2015-07-18,655.95
2015-07-20,984.7840000000001
2015-07-24,279.85999999999996
2015-07-25,623.96
2015-07-27,29.97
2015-07-30,209.92999999999998
2015-07-31,2549.35
2015-08-02,887.23
2015-08-07,494.97
2015-08-08,79.99
2015-08-09,1535.73
2015-08-10,578.3120000000001
2015-08-11,138.0
2015-08-16,2430.928
2015-08-17,282.88
2015-08-21,21.728
2015-08-23,251.91
2015-08-24,3800.912
2015-08-28,3943.0960000000005
2015-08-29,246.5
2015-08-31,832.446
2015-09-01,959.984
2015-09-03,247.83999999999997
2015-09-04,754.3259999999999
2015-09-06,384.3
2015-09-07,1441.8939999999998
2015-09-11,19.99
2015-09-12,501.96400000000006
2015-09-13,199.96
2015-09-14,879.984
2015-09-15,59.97
2015-09-17,1024.838
2015-09-18,2477.04
2015-09-19,346.21999999999997
2015-09-21,2431.124
2015-09-22,617.9760000000001
2015-09-24,880.2600000000001
2015-09-25,1228.83
2015-09-26,2343.984
2015-09-27,1871.88
2015-09-28,344.764
2015-10-01,993.5480000000001
2015-10-02,647.0
2015-10-03,71.98400000000001
2015-10-05,341.04
2015-10-09,1281.07
2015-10-11,31.95
2015-10-12,489.34
2015-10-13,83.72
2015-10-15,603.84
2015-10-16,824.97
2015-10-18,277.28000000000003
2015-10-19,419.95
2015-10-20,239.96999999999997
2015-10-23,846.448
2015-10-25,158.99
2015-10-26,174.30400000000003
2015-10-30,1923.646
2015-10-31,1295.8400000000001
2015-11-01,1987.15
2015-11-02,792.634
2015-11-03,1302.818
2015-11-07,287.90999999999997
2015-11-08,6175.8099999999995
2015-11-09,3235.83
2015-11-10,629.89
2015-11-12,100.792
2015-11-13,1209.7359999999999
2015-11-14,396.62800000000004
2015-11-16,1544.712
2015-11-17,415.9680000000001
2015-11-19,861.76
2015-11-20,566.712
2015-11-21,1051.746
2015-11-22,60.153000000000006
2015-11-23,307.98
2015-11-24,13.98
2015-11-26,599.99
2015-11-27,1389.618
2015-11-28,647.904
2015-11-29,21.48
2015-11-30,272.4
2015-12-03,624.7080000000001
2015-12-04,1950.0620000000001
2015-12-05,86.98400000000001
2015-12-06,3498.954
2015-12-07,773.94
2015-12-08,2074.36
2015-12-10,1062.402
2015-12-11,519.284
2015-12-12,322.308
2015-12-13,779.4660000000001
2015-12-14,369.968
2015-12-15,5073.42
2015-12-17,135.984
2015-12-18,166.24
2015-12-19,4375.584
2015-12-20,516.752
2015-12-21,1436.426
2015-12-24,5491.902
2015-12-25,2117.84
2015-12-27,1364.62
2015-12-28,54.38400000000001
2015-12-30,2836.4400000000005
2016-01-02,231.98
2016-01-03,376.64000000000004
2016-01-04,959.9680000000001
2016-01-05,250.656
2016-01-08,108.78399999999999
2016-01-09,727.878
2016-01-10,69.98
2016-01-11,15.588
2016-01-15,254.96999999999997
2016-01-16,90.57000000000001
2016-01-17,717.96
2016-01-22,165.55200000000002
2016-01-23,99.98
2016-01-30,1439.968
2016-01-31,109.59200000000001
2016-02-02,8749.95
2016-02-04,90.48
2016-02-05,749.648
2016-02-07,723.96
2016-02-08,1127.976
2016-02-09,121.83
2016-02-11,69.93
2016-02-16,89.97
2016-02-21,52.97
2016-02-22,482.20000000000005
2016-03-01,5059.914000000001
2016-03-03,1376.406
2016-03-04,159.98
2016-03-06,500.178
2016-03-07,21.072
2016-03-08,1500.496
2016-03-09,199.75
2016-03-10,7583.354
2016-03-11,45.98
2016-03-13,1572.154
2016-03-15,83.97600000000001
2016-03-17,214.764
2016-03-20,96.77600000000001
2016-03-22,58.58
2016-03-24,403.168
2016-03-25,1287.45
2016-03-26,119.97600000000001
2016-03-29,971.112
2016-03-31,312.766
2016-04-01,48.11
2016-04-03,259.96
2016-04-04,239.94
2016-04-05,118.78199999999998
2016-04-06,1294.75
2016-04-07,1199.976
2016-04-08,431.92800000000005
2016-04-09,517.9
2016-04-15,700.704
2016-04-16,9135.098
2016-04-17,36.792
2016-04-18,29.56
2016-04-19,65.94000000000001
2016-04-23,99.99
2016-04-24,258.696
2016-04-25,82.8
2016-04-28,369.576
2016-05-03,789.4330000000001
2016-05-05,423.648
2016-05-06,26.176000000000002
2016-05-07,4199.9
2016-05-08,58.112
2016-05-09,113.11600000000001
2016-05-10,743.9879999999999
2016-05-12,751.96
2016-05-14,229.12800000000001
2016-05-20,1363.96
2016-05-21,2517.8360000000002
2016-05-22,920.464
2016-05-23,10502.285999999998
2016-05-26,695.056
2016-05-28,976.4
2016-05-29,979.95
2016-05-30,3361.5779999999995
2016-05-31,179.7
2016-06-04,1381.8339999999998
2016-06-06,4386.872
2016-06-09,873.1800000000001
2016-06-11,629.94
2016-06-12,1076.019
2016-06-13,377.96999999999997
2016-06-14,47.754
2016-06-16,91.475
2016-06-17,596.97
2016-06-20,169.668
2016-06-23,862.344
2016-06-24,4955.95
2016-06-26,310.496
2016-06-27,201.584
2016-06-28,359.97600000000006
2016-06-30,50.120000000000005
2016-07-01,1530.79
2016-07-04,249.45600000000002
2016-07-07,2859.9540000000006
2016-07-08,1795.5840000000003
2016-07-10,341.99100000000004
2016-07-12,95.76
2016-07-14,940.184
2016-07-16,714.338
2016-07-17,1046.1840000000002
2016-07-18,71.568
2016-07-19,425.954
2016-07-20,89.94999999999999
2016-07-22,109.95
2016-07-23,380.611
2016-07-25,1861.7759999999998
2016-07-31,754.95
2016-08-01,1039.728
2016-08-02,333.576
2016-08-03,167.28
2016-08-04,302.384
2016-08-06,211.168
2016-08-07,179.97
2016-08-09,44.784
2016-08-12,1399.9440000000002
2016-08-13,71.98
2016-08-14,892.596
2016-08-15,943.12
2016-08-18,39.99
2016-08-20,14.78
2016-08-21,378.914
2016-08-23,1505.9799999999998
2016-08-26,1228.828
2016-08-27,59.97
2016-08-28,108.576
2016-08-29,117.97600000000001
2016-08-30,630.8580000000001
2016-09-01,580.9380000000001
2016-09-02,4626.2880000000005
2016-09-03,280.78200000000004
2016-09-04,3079.9100000000003
2016-09-05,546.784
2016-09-06,361.4440000000001
2016-09-08,152.71200000000002
2016-09-10,1239.6399999999999
2016-09-11,5900.986
2016-09-12,167.652
2016-09-13,179.92
2016-09-14,437.84999999999997
2016-09-17,1013.018
2016-09-18,239.98400000000004
2016-09-19,249.95000000000002
2016-09-22,161.916
2016-09-25,1024.662
2016-09-26,531.9760000000001
2016-09-27,1001.5840000000001
2016-09-29,1105.41
2016-10-01,149.41200000000003
2016-10-02,17499.949999999997
2016-10-04,5452.59
2016-10-06,771.6700000000001
2016-10-07,837.5999999999999
2016-10-09,23.976
2016-10-10,15.991999999999999
2016-10-13,191.976
2016-10-14,2941.384
2016-10-15,5.5
2016-10-17,449.97
2016-10-20,317.67999999999995
2016-10-21,439.392
2016-10-24,1349.946
2016-10-25,783.9600000000002
2016-10-28,302.376
2016-11-01,89.91199999999999
2016-11-03,334.94100000000003
2016-11-04,686.4000000000001
2016-11-05,837.638
2016-11-07,1223.876
2016-11-09,479.97
2016-11-10,1604.732
2016-11-11,449.918
2016-11-12,235.96
2016-11-13,2279.96
2016-11-14,1803.906
2016-11-15,460.7660000000001
2016-11-17,67.176
2016-11-18,1976.152
2016-11-19,71.96
2016-11-20,1747.6740000000002
2016-11-21,516.861
2016-11-22,24.032
2016-11-24,2531.82
2016-11-25,5099.861
2016-11-26,3594.9519999999998
2016-11-27,486.10200000000003
2016-11-28,441.882
2016-11-29,58.416
2016-11-30,36.192
2016-12-01,1181.838
2016-12-02,795.55
2016-12-03,1649.95
2016-12-04,78.15
2016-12-05,1234.4
2016-12-06,1590.2960000000003
2016-12-08,1546.7500000000005
2016-12-09,130.6
2016-12-10,44.75
2016-12-11,2188.854
2016-12-12,1291.8319999999999
2016-12-13,63.88
2016-12-16,21.209999999999997
2016-12-17,165.60000000000002
2016-12-18,1053.542
2016-12-20,66.30000000000001
2016-12-22,11.56
2016-12-23,4373.266
2016-12-24,453.65
2016-12-25,3646.0539999999996
2016-12-26,392.35400000000004
2016-12-27,40.0
2016-12-31,302.376
2017-01-02,712.2900000000001
2017-01-07,3059.982
2017-01-14,528.688
2017-01-15,110.576
2017-01-19,429.59999999999997
2017-01-20,520.7520000000001
2017-01-21,1315.883
2017-01-22,2999.95
2017-01-23,182.336
2017-01-24,110.352
2017-01-26,2939.9300000000003
2017-01-27,317.898
2017-01-28,689.88
2017-01-30,2814.936
2017-02-02,299.954
2017-02-05,371.2
2017-02-06,227.45999999999998
2017-02-09,127.984
2017-02-11,88.77600000000001
2017-02-13,799.96
2017-02-16,14.99
2017-02-17,649.8820000000001
2017-02-18,277.506
2017-02-20,581.5360000000001
2017-02-21,47.904
2017-02-23,71.96
2017-02-24,1319.8
2017-02-26,1148.112
2017-03-02,676.7159999999999
2017-03-03,1149.42
2017-03-05,299.96999999999997
2017-03-06,206.38400000000001
2017-03-07,49.08
2017-03-09,679.964
2017-03-10,201.85199999999998
2017-03-11,840.7299999999999
2017-03-12,69.93
2017-03-13,1867.9080000000001
2017-03-14,49.61600000000001
2017-03-16,1309.776
2017-03-17,248.35999999999999
2017-03-18,565.36
2017-03-19,957.004
2017-03-20,503.93
2017-03-23,13999.96
2017-03-24,495.99
2017-03-25,1161.5280000000002
2017-03-26,2717.13
2017-03-27,246.09199999999998
2017-03-28,532.72
2017-03-30,164.79200000000003
2017-03-31,4434.41
2017-04-01,4823.959999999999
2017-04-02,360.0
2017-04-04,544.08
2017-04-07,837.1600000000001
2017-04-10,195.726
2017-04-11,227.07000000000002
2017-04-16,25.98
2017-04-17,2824.8750000000005
2017-04-20,122.38199999999999
2017-04-21,59.516
2017-04-23,200.748
2017-04-24,621.98
2017-04-25,107.97
2017-04-28,751.984
2017-04-30,679.9559999999999
2017-05-01,48.9
2017-05-02,159.56
2017-05-04,183.96
2017-05-06,1227.88
2017-05-07,499.93399999999997
2017-05-08,3359.952
2017-05-09,199.98
2017-05-12,87.4
2017-05-13,587.97
2017-05-14,2037.862
2017-05-15,40.712
2017-05-18,586.432
2017-05-19,1186.032
2017-05-20,1466.3280000000002
2017-05-22,68.46
2017-05-25,120.0
2017-05-26,23.08
2017-05-27,967.698
2017-05-28,522.296
2017-05-30,192.15200000000004
2017-06-01,282.236
2017-06-02,2.97
2017-06-03,2043.2620000000002
2017-06-04,71.98400000000001
2017-06-05,470.3760000000001
2017-06-08,488.64000000000004
2017-06-10,501.256
2017-06-11,385.80000000000007
2017-06-12,135.89600000000002
2017-06-13,47.984
2017-06-15,2647.848
2017-06-16,737.922
2017-06-17,3505.84
2017-06-19,225.44799999999998
2017-06-20,893.8799999999999
2017-06-25,148.48
2017-06-26,2119.9339999999997
2017-06-27,1287.45
2017-06-29,62.31
2017-06-30,1001.5840000000001
2017-07-03,5486.942000000001
2017-07-05,79.96
2017-07-07,1480.684
2017-07-08,191.9
2017-07-09,257.98
2017-07-11,1492.002
2017-07-13,39.593999999999994
2017-07-14,2501.292
2017-07-15,41.9
2017-07-17,749.964
2017-07-18,599.97
2017-07-20,389.97
2017-07-21,2180.6440000000002
2017-07-22,29.97
2017-07-23,559.7
2017-07-24,2399.96
2017-07-26,1649.95
2017-07-27,778.87
2017-07-28,1145.6000000000001
2017-07-29,699.3320000000001
2017-07-30,89.94999999999999
2017-07-31,363.792
2017-08-01,1807.926
2017-08-03,39.816
2017-08-05,79.78
2017-08-06,824.95
2017-08-07,1187.0
2017-08-10,1454.4900000000002
2017-08-11,153.584
2017-08-12,717.5640000000001
2017-08-13,1.584
2017-08-17,170.136
2017-08-18,2401.15
2017-08-20,143.84
2017-08-21,465.1480000000001
2017-08-23,4367.896000000001
2017-08-26,71.98
2017-08-27,2347.842
2017-08-28,35.168
2017-08-31,1349.308
2017-09-01,19.99
2017-09-02,3974.784
2017-09-03,385.77
2017-09-04,159.736
2017-09-05,89.568
2017-09-07,989.216
2017-09-08,948.0160000000001
2017-09-09,2446.4939999999997
2017-09-10,853.77
2017-09-11,223.91199999999998
2017-09-14,2229.549
2017-09-15,1189.43
2017-09-16,193.952
2017-09-17,1985.73
2017-09-18,609.0
2017-09-19,903.4300000000001
2017-09-20,1749.92
2017-09-21,151.96
2017-09-22,1763.044
2017-09-23,579.8779999999999
2017-09-24,4584.644
2017-09-25,119.96000000000001
2017-09-28,54.38400000000001
2017-09-29,576.486
2017-09-30,159.98
2017-10-01,1809.64
2017-10-02,519.934
2017-10-03,371.96999999999997
2017-10-05,5520.506
2017-10-06,319.96
2017-10-07,1546.9579999999999
2017-10-08,379.15200000000004
2017-10-12,2278.238
2017-10-13,241.924
2017-10-14,46.36
2017-10-16,618.5130000000001
2017-10-17,52.792
2017-10-19,326.25600000000003
2017-10-20,15.984000000000002
2017-10-21,1798.308
2017-10-22,13685.258000000002
2017-10-23,1778.92
2017-10-26,200.18199999999996
2017-10-27,194.98399999999998
2017-10-28,50.176
2017-10-30,590.88
2017-10-31,508.76800000000003
2017-11-02,3109.1099999999997
2017-11-03,1605.386
2017-11-04,9670.564
2017-11-05,1143.488
2017-11-06,125.91000000000001
2017-11-07,1629.1640000000002
2017-11-09,1617.7540000000001
2017-11-10,1080.2
2017-11-11,35.184
2017-11-12,1285.958
2017-11-13,1896.239
2017-11-14,287.892
2017-11-16,3240.178
2017-11-17,11457.18
2017-11-18,207.47000000000003
2017-11-19,31.968000000000004
2017-11-20,1832.93
2017-11-21,1755.1440000000002
2017-11-23,520.4480000000001
2017-11-24,392.668
2017-11-25,339.91999999999996
2017-11-26,3208.6820000000002
2017-11-27,367.458
2017-11-28,1979.89
2017-11-30,1097.988
2017-12-01,1417.4360000000001
2017-12-02,3758.066
2017-12-03,364.07000000000005
2017-12-04,1447.718
2017-12-05,335.596
2017-12-07,554.36
2017-12-08,1642.0240000000001
2017-12-09,2096.078
2017-12-10,798.0600000000001
2017-12-11,475.69000000000005
2017-12-14,1724.45
2017-12-15,196.776
2017-12-16,339.9
2017-12-18,149.32
2017-12-21,352.96999999999997
2017-12-22,1503.752
2017-12-23,494.97
2017-12-24,3359.9220000000005
2017-12-25,401.20799999999997
2017-12-27,164.388
2017-12-28,14.850000000000001
2017-12-29,302.376
2017-12-30,90.93
